 iv  ih    lon_min    lon_max   lat_min   lat_max
  4  22    52.2251    77.7855   40.0000   50.0000
  4  23    65.2800    93.3413   40.0000   50.0000
  4  24    78.3349   108.8970   40.0000   50.0000
  4  25    91.3898   124.4528   40.0000   50.0000
  4  26   104.4447   140.0086   40.0000   50.0000
  4  27   117.4996   155.5644   40.0000   50.0000
  4  28   130.5545   171.1202   40.0000   50.0000
  4  29   143.6094   180.0000   40.0000   50.0000
  4  30   156.6644   180.0000   40.0000   48.1833
  4  31   169.7193   180.0000   40.0000   43.7583
  4  32  -999.0000  -999.0000  -99.0000  -99.0000
  4  33  -999.0000  -999.0000  -99.0000  -99.0000
  4  34  -999.0000  -999.0000  -99.0000  -99.0000
  4  35  -999.0000  -999.0000  -99.0000  -99.0000
  5   0  -999.0000  -999.0000  -99.0000  -99.0000
  5   1  -999.0000  -999.0000  -99.0000  -99.0000
  5   2  -180.0000  -173.2063   30.0000   33.5583
  5   3  -180.0000  -161.6589   30.0000   38.9417
  5   4  -180.0000  -150.1115   30.0000   40.0000
  5   5  -169.6879  -138.5641   30.0000   40.0000
  5   6  -156.6345  -127.0167   30.0000   40.0000
  5   7  -143.5812  -115.4692   30.0000   40.0000
  5   8  -130.5279  -103.9218   30.0000   40.0000
  5   9  -117.4745   -92.3744   30.0000   40.0000
  5  10  -104.4212   -80.8270   30.0000   40.0000
  5  11   -91.3679   -69.2796   30.0000   40.0000
  5  12   -78.3145   -57.7322   30.0000   40.0000
  5  13   -65.2612   -46.1848   30.0000   40.0000
  5  14   -52.2079   -34.6374   30.0000   40.0000
  5  15   -39.1546   -23.0900   30.0000   40.0000
  5  16   -26.1012   -11.5426   30.0000   40.0000
  5  17   -13.0479     0.0054   30.0000   40.0000
  5  18     0.0000    13.0588   30.0000   40.0000
  5  19    11.5483    26.1121   30.0000   40.0000
  5  20    23.0967    39.1654   30.0000   40.0000
  5  21    34.6450    52.2188   30.0000   40.0000
  5  22    46.1933    65.2721   30.0000   40.0000
  5  23    57.7417    78.3254   30.0000   40.0000
  5  24    69.2892    91.3788   30.0000   40.0000
  5  25    80.8367   104.4321   30.0000   40.0000
  5  26    92.3841   117.4854   30.0000   40.0000
  5  27   103.9315   130.5388   30.0000   40.0000
  5  28   115.4789   143.5921   30.0000   40.0000
  5  29   127.0263   156.6454   30.0000   40.0000
  5  30   138.5737   169.6987   30.0000   40.0000
  5  31   150.1211   180.0000   30.0000   40.0000
  5  32   161.6685   180.0000   30.0000   38.9417
  5  33   173.2159   180.0000   30.0000   33.5500
  5  34  -999.0000  -999.0000  -99.0000  -99.0000
  5  35  -999.0000  -999.0000  -99.0000  -99.0000
  6   0  -999.0000  -999.0000  -99.0000  -99.0000
  6   1  -180.0000  -170.2715   20.0000   27.2667
  6   2  -180.0000  -159.6295   20.0000   30.0000
  6   3  -173.1972  -148.9875   20.0000   30.0000
  6   4  -161.6507  -138.3456   20.0000   30.0000
  6   5  -150.1042  -127.7036   20.0000   30.0000
  6   6  -138.5578  -117.0616   20.0000   30.0000
  6   7  -127.0113  -106.4197   20.0000   30.0000
  6   8  -115.4648   -95.7777   20.0000   30.0000
  6   9  -103.9183   -85.1357   20.0000   30.0000
  6  10   -92.3718   -74.4938   20.0000   30.0000
  6  11   -80.8254   -63.8518   20.0000   30.0000
  6  12   -69.2789   -53.2093   20.0000   30.0000
  6  13   -57.7324   -42.5666   20.0000   30.0000
  6  14   -46.1859   -31.9238   20.0000   30.0000
  6  15   -34.6394   -21.2811   20.0000   30.0000
  6  16   -23.0930   -10.6383   20.0000   30.0000
  6  17   -11.5465     0.0048   20.0000   30.0000
  6  18     0.0000    11.5504   20.0000   30.0000
  6  19    10.6420    23.0959   20.0000   30.0000
  6  20    21.2839    34.6415   20.0000   30.0000
  6  21    31.9259    46.1870   20.0000   30.0000
  6  22    42.5679    57.7326   20.0000   30.0000
  6  23    53.2098    69.2789   20.0000   30.0000
  6  24    63.8518    80.8254   20.0000   30.0000
  6  25    74.4938    92.3718   20.0000   30.0000
  6  26    85.1357   103.9183   20.0000   30.0000
  6  27    95.7777   115.4648   20.0000   30.0000
  6  28   106.4197   127.0113   20.0000   30.0000
  6  29   117.0616   138.5578   20.0000   30.0000
  6  30   127.7036   150.1042   20.0000   30.0000
  6  31   138.3456   161.6507   20.0000   30.0000
  6  32   148.9875   173.1972   20.0000   30.0000
  6  33   159.6295   180.0000   20.0000   30.0000
  6  34   170.2715   180.0000   20.0000   27.2583
  6  35  -999.0000  -999.0000  -99.0000  -99.0000
  7   0  -180.0000  -172.6211   10.0000   19.1833
  7   1  -180.0000  -162.4667   10.0000   20.0000
  7   2  -170.2631  -152.3122   10.0000   20.0000
  7   3  -159.6216  -142.1578   10.0000   20.0000
  7   4  -148.9802  -132.0034   10.0000   20.0000
  7   5  -138.3388  -121.8490   10.0000   20.0000
  7   6  -127.6973  -111.6945   10.0000   20.0000
  7   7  -117.0559  -101.5401   10.0000   20.0000
  7   8  -106.4144   -91.3857   10.0000   20.0000
  7   9   -95.7730   -81.2312   10.0000   20.0000
  7  10   -85.1315   -71.0768   10.0000   20.0000
  7  11   -74.4901   -60.9224   10.0000   20.0000
  7  12   -63.8487   -50.7679   10.0000   20.0000
  7  13   -53.2072   -40.6135   10.0000   20.0000
  7  14   -42.5658   -30.4591   10.0000   20.0000
  7  15   -31.9243   -20.3046   10.0000   20.0000
  7  16   -21.2829   -10.1502   10.0000   20.0000
  7  17   -10.6414     0.0044   10.0000   20.0000
  7  18     0.0000    10.6430   10.0000   20.0000
  7  19    10.1547    21.2829   10.0000   20.0000
  7  20    20.3093    31.9243   10.0000   20.0000
  7  21    30.4640    42.5658   10.0000   20.0000
  7  22    40.6187    53.2072   10.0000   20.0000
  7  23    50.7734    63.8487   10.0000   20.0000
  7  24    60.9280    74.4901   10.0000   20.0000
  7  25    71.0827    85.1315   10.0000   20.0000
  7  26    81.2374    95.7730   10.0000   20.0000
  7  27    91.3920   106.4144   10.0000   20.0000
  7  28   101.5467   117.0559   10.0000   20.0000
  7  29   111.7014   127.6973   10.0000   20.0000
  7  30   121.8560   138.3388   10.0000   20.0000
  7  31   132.0107   148.9802   10.0000   20.0000
  7  32   142.1654   159.6216   10.0000   20.0000
  7  33   152.3201   170.2631   10.0000   20.0000
  7  34   162.4747   180.0000   10.0000   20.0000
  7  35   172.6294   180.0000   10.0000   19.1833
  8   0  -180.0000  -169.9998    0.0000   10.0000
  8   1  -172.6213  -159.9995    0.0000   10.0000
  8   2  -162.4671  -149.9993    0.0000   10.0000
  8   3  -152.3129  -139.9991    0.0000   10.0000
  8   4  -142.1587  -129.9988    0.0000   10.0000
  8   5  -132.0045  -119.9986    0.0000   10.0000
  8   6  -121.8503  -109.9984    0.0000   10.0000
  8   7  -111.6961   -99.9981    0.0000   10.0000
  8   8  -101.5419   -89.9979    0.0000   10.0000
  8   9   -91.3877   -79.9977    0.0000   10.0000
  8  10   -81.2335   -69.9975    0.0000   10.0000
  8  11   -71.0794   -59.9972    0.0000   10.0000
  8  12   -60.9252   -49.9970    0.0000   10.0000
  8  13   -50.7710   -39.9968    0.0000   10.0000
  8  14   -40.6168   -29.9965    0.0000   10.0000
  8  15   -30.4626   -19.9963    0.0000   10.0000
  8  16   -20.3084    -9.9961    0.0000   10.0000
  8  17   -10.1542     0.0042    0.0000   10.0000
  8  18     0.0000    10.1582    0.0000   10.0000
  8  19    10.0000    20.3121    0.0000   10.0000
  8  20    20.0000    30.4661    0.0000   10.0000
  8  21    30.0000    40.6200    0.0000   10.0000
  8  22    40.0000    50.7740    0.0000   10.0000
  8  23    50.0000    60.9280    0.0000   10.0000
  8  24    60.0000    71.0819    0.0000   10.0000
  8  25    70.0000    81.2359    0.0000   10.0000
  8  26    80.0000    91.3898    0.0000   10.0000
  8  27    90.0000   101.5438    0.0000   10.0000
  8  28   100.0000   111.6977    0.0000   10.0000
  8  29   110.0000   121.8517    0.0000   10.0000
  8  30   120.0000   132.0056    0.0000   10.0000
  8  31   130.0000   142.1596    0.0000   10.0000
  8  32   140.0000   152.3135    0.0000   10.0000
  8  33   150.0000   162.4675    0.0000   10.0000
  8  34   160.0000   172.6215    0.0000   10.0000
  8  35   170.0000   180.0000    0.0000   10.0000
  9   0  -180.0000  -169.9998  -10.0000    0.0000
  9   1  -172.6213  -159.9995  -10.0000    0.0000
  9   2  -162.4671  -149.9993  -10.0000    0.0000
  9   3  -152.3129  -139.9991  -10.0000    0.0000
  9   4  -142.1587  -129.9988  -10.0000    0.0000
  9   5  -132.0045  -119.9986  -10.0000    0.0000
  9   6  -121.8503  -109.9984  -10.0000    0.0000
  9   7  -111.6961   -99.9981  -10.0000    0.0000
  9   8  -101.5419   -89.9979  -10.0000    0.0000
  9   9   -91.3877   -79.9977  -10.0000    0.0000
  9  10   -81.2335   -69.9975  -10.0000    0.0000
  9  11   -71.0794   -59.9972  -10.0000    0.0000
  9  12   -60.9252   -49.9970  -10.0000    0.0000
  9  13   -50.7710   -39.9968  -10.0000    0.0000
  9  14   -40.6168   -29.9965  -10.0000    0.0000
  9  15   -30.4626   -19.9963  -10.0000    0.0000
  9  16   -20.3084    -9.9961  -10.0000    0.0000
  9  17   -10.1542     0.0042  -10.0000    0.0000
  9  18     0.0000    10.1582  -10.0000    0.0000
  9  19    10.0000    20.3121  -10.0000    0.0000
  9  20    20.0000    30.4661  -10.0000    0.0000
  9  21    30.0000    40.6200  -10.0000    0.0000
  9  22    40.0000    50.7740  -10.0000    0.0000
  9  23    50.0000    60.9280  -10.0000    0.0000
  9  24    60.0000    71.0819  -10.0000    0.0000
  9  25    70.0000    81.2359  -10.0000    0.0000
  9  26    80.0000    91.3898  -10.0000    0.0000
  9  27    90.0000   101.5438  -10.0000    0.0000
  9  28   100.0000   111.6977  -10.0000    0.0000
  9  29   110.0000   121.8517  -10.0000    0.0000
  9  30   120.0000   132.0056  -10.0000    0.0000
  9  31   130.0000   142.1596  -10.0000    0.0000
  9  32   140.0000   152.3135  -10.0000    0.0000
  9  33   150.0000   162.4675  -10.0000    0.0000
  9  34   160.0000   172.6215  -10.0000    0.0000
  9  35   170.0000   180.0000  -10.0000    0.0000
 10   0  -180.0000  -172.6211  -19.1833  -10.0000
 10   1  -180.0000  -162.4667  -20.0000  -10.0000
 10   2  -170.2631  -152.3122  -20.0000  -10.0000
 10   3  -159.6216  -142.1578  -20.0000  -10.0000
 10   4  -148.9802  -132.0034  -20.0000  -10.0000
 10   5  -138.3388  -121.8490  -20.0000  -10.0000
 10   6  -127.6973  -111.6945  -20.0000  -10.0000
 10   7  -117.0559  -101.5401  -20.0000  -10.0000
 10   8  -106.4144   -91.3857  -20.0000  -10.0000
 10   9   -95.7730   -81.2312  -20.0000  -10.0000
 10  10   -85.1315   -71.0768  -20.0000  -10.0000
 10  11   -74.4901   -60.9224  -20.0000  -10.0000
 10  12   -63.8487   -50.7679  -20.0000  -10.0000
 10  13   -53.2072   -40.6135  -20.0000  -10.0000
 10  14   -42.5658   -30.4591  -20.0000  -10.0000
 10  15   -31.9243   -20.3046  -20.0000  -10.0000
 10  16   -21.2829   -10.1502  -20.0000  -10.0000
 10  17   -10.6414     0.0044  -20.0000  -10.0000
 10  18     0.0000    10.6430  -20.0000  -10.0000
 10  19    10.1547    21.2829  -20.0000  -10.0000
 10  20    20.3093    31.9243  -20.0000  -10.0000
 10  21    30.4640    42.5658  -20.0000  -10.0000
 10  22    40.6187    53.2072  -20.0000  -10.0000
 10  23    50.7734    63.8487  -20.0000  -10.0000
 10  24    60.9280    74.4901  -20.0000  -10.0000
 10  25    71.0827    85.1315  -20.0000  -10.0000
 10  26    81.2374    95.7730  -20.0000  -10.0000
 10  27    91.3920   106.4144  -20.0000  -10.0000
 10  28   101.5467   117.0559  -20.0000  -10.0000
 10  29   111.7014   127.6973  -20.0000  -10.0000
 10  30   121.8560   138.3388  -20.0000  -10.0000
 10  31   132.0107   148.9802  -20.0000  -10.0000
 10  32   142.1654   159.6216  -20.0000  -10.0000
 10  33   152.3201   170.2631  -20.0000  -10.0000
 10  34   162.4747   180.0000  -20.0000  -10.0000
 10  35   172.6294   180.0000  -19.1833  -10.0000
 11   0  -999.0000  -999.0000  -99.0000  -99.0000
 11   1  -180.0000  -170.2715  -27.2667  -20.0000
 11   2  -180.0000  -159.6295  -30.0000  -20.0000
 11   3  -173.1972  -148.9875  -30.0000  -20.0000
 11   4  -161.6507  -138.3456  -30.0000  -20.0000
 11   5  -150.1042  -127.7036  -30.0000  -20.0000
 11   6  -138.5578  -117.0616  -30.0000  -20.0000
 11   7  -127.0113  -106.4197  -30.0000  -20.0000
 11   8  -115.4648   -95.7777  -30.0000  -20.0000
 11   9  -103.9183   -85.1357  -30.0000  -20.0000
 11  10   -92.3718   -74.4938  -30.0000  -20.0000
 11  11   -80.8254   -63.8518  -30.0000  -20.0000
 11  12   -69.2789   -53.2093  -30.0000  -20.0000
 11  13   -57.7324   -42.5666  -30.0000  -20.0000
 11  14   -46.1859   -31.9238  -30.0000  -20.0000
 11  15   -34.6394   -21.2811  -30.0000  -20.0000
 11  16   -23.0930   -10.6383  -30.0000  -20.0000
 11  17   -11.5465     0.0048  -30.0000  -20.0000
 11  18     0.0000    11.5504  -30.0000  -20.0000
 11  19    10.6420    23.0959  -30.0000  -20.0000
 11  20    21.2839    34.6415  -30.0000  -20.0000
 11  21    31.9259    46.1870  -30.0000  -20.0000
 11  22    42.5679    57.7326  -30.0000  -20.0000
 11  23    53.2098    69.2789  -30.0000  -20.0000
 11  24    63.8518    80.8254  -30.0000  -20.0000
 11  25    74.4938    92.3718  -30.0000  -20.0000
 11  26    85.1357   103.9183  -30.0000  -20.0000
 11  27    95.7777   115.4648  -30.0000  -20.0000
 11  28   106.4197   127.0113  -30.0000  -20.0000
 11  29   117.0616   138.5578  -30.0000  -20.0000
 11  30   127.7036   150.1042  -30.0000  -20.0000
 11  31   138.3456   161.6507  -30.0000  -20.0000
 11  32   148.9875   173.1972  -30.0000  -20.0000
 11  33   159.6295   180.0000  -30.0000  -20.0000
 11  34   170.2715   180.0000  -27.2583  -20.0000
 11  35  -999.0000  -999.0000  -99.0000  -99.0000
 12   0  -999.0000  -999.0000  -99.0000  -99.0000
 12   1  -999.0000  -999.0000  -99.0000  -99.0000
 12   2  -180.0000  -173.2063  -33.5583  -30.0000
 12   3  -180.0000  -161.6589  -38.9417  -30.0000
 12   4  -180.0000  -150.1115  -40.0000  -30.0000
 12   5  -169.6879  -138.5641  -40.0000  -30.0000
 12   6  -156.6345  -127.0167  -40.0000  -30.0000
 12   7  -143.5812  -115.4692  -40.0000  -30.0000
 12   8  -130.5279  -103.9218  -40.0000  -30.0000
 12   9  -117.4745   -92.3744  -40.0000  -30.0000
 12  10  -104.4212   -80.8270  -40.0000  -30.0000
 12  11   -91.3679   -69.2796  -40.0000  -30.0000
 12  12   -78.3145   -57.7322  -40.0000  -30.0000
 12  13   -65.2612   -46.1848  -40.0000  -30.0000
 12  14   -52.2079   -34.6374  -40.0000  -30.0000
 12  15   -39.1546   -23.0900  -40.0000  -30.0000
 12  16   -26.1012   -11.5426  -40.0000  -30.0000
 12  17   -13.0479     0.0054  -40.0000  -30.0000
 12  18     0.0000    13.0588  -40.0000  -30.0000
 12  19    11.5483    26.1121  -40.0000  -30.0000
 12  20    23.0967    39.1654  -40.0000  -30.0000
 12  21    34.6450    52.2188  -40.0000  -30.0000
 12  22    46.1933    65.2721  -40.0000  -30.0000
 12  23    57.7417    78.3254  -40.0000  -30.0000
 12  24    69.2892    91.3788  -40.0000  -30.0000
 12  25    80.8367   104.4321  -40.0000  -30.0000
 12  26    92.3841   117.4854  -40.0000  -30.0000
 12  27   103.9315   130.5388  -40.0000  -30.0000
 12  28   115.4789   143.5921  -40.0000  -30.0000
 12  29   127.0263   156.6454  -40.0000  -30.0000
 12  30   138.5737   169.6987  -40.0000  -30.0000
 12  31   150.1211   180.0000  -40.0000  -30.0000
 12  32   161.6685   180.0000  -38.9417  -30.0000
 12  33   173.2159   180.0000  -33.5500  -30.0000
 12  34  -999.0000  -999.0000  -99.0000  -99.0000
 12  35  -999.0000  -999.0000  -99.0000  -99.0000
 13   0  -999.0000  -999.0000  -99.0000  -99.0000
 13   1  -999.0000  -999.0000  -99.0000  -99.0000
 13   2  -999.0000  -999.0000  -99.0000  -99.0000
 13   3  -999.0000  -999.0000  -99.0000  -99.0000
 13   4  -180.0000  -169.7084  -43.7583  -40.0000
 13   5  -180.0000  -156.6535  -48.1917  -40.0000
 13   6  -180.0000  -143.5986  -50.0000  -40.0000
 13   7  -171.1073  -130.5437  -50.0000  -40.0000
 13   8  -155.5515  -117.4887  -50.0000  -40.0000
 13   9  -139.9957  -104.4338  -50.0000  -40.0000
 13  10  -124.4399   -91.3789  -50.0000  -40.0000
 13  11  -108.8841   -78.3240  -50.0000  -40.0000
 13  12   -93.3283   -65.2691  -50.0000  -40.0000
 13  13   -77.7725   -52.2142  -50.0000  -40.0000
 13  14   -62.2167   -39.1593  -50.0000  -40.0000
 13  15   -46.6609   -26.1044  -50.0000  -40.0000
 13  16   -31.1060   -13.0495  -50.0000  -40.0000
 13  17   -15.5530     0.0065  -50.0000  -40.0000
 13  18     0.0000    15.5623  -50.0000  -40.0000
 13  19    13.0603    31.1181  -50.0000  -40.0000
 13  20    26.1153    46.6739  -50.0000  -40.0000
 13  21    39.1702    62.2297  -50.0000  -40.0000
 13  22    52.2251    77.7855  -50.0000  -40.0000
 13  23    65.2800    93.3413  -50.0000  -40.0000
 13  24    78.3349   108.8970  -50.0000  -40.0000
 13  25    91.3898   124.4528  -50.0000  -40.0000
 13  26   104.4447   140.0086  -50.0000  -40.0000
 13  27   117.4996   155.5644  -50.0000  -40.0000
 13  28   130.5545   171.1202  -50.0000  -40.0000
 13  29   143.6094   180.0000  -50.0000  -40.0000
 13  30   156.6644   180.0000  -48.1833  -40.0000
 13  31   169.7193   180.0000  -43.7583  -40.0000
 13  32  -999.0000  -999.0000  -99.0000  -99.0000
 13  33  -999.0000  -999.0000  -99.0000  -99.0000
 13  34  -999.0000  -999.0000  -99.0000  -99.0000
 13  35  -999.0000  -999.0000  -99.0000  -99.0000
 14   0  -999.0000  -999.0000  -99.0000  -99.0000
 14   1  -999.0000  -999.0000  -99.0000  -99.0000
 14   2  -999.0000  -999.0000  -99.0000  -99.0000
 14   3  -999.0000  -999.0000  -99.0000  -99.0000
 14   4  -999.0000  -999.0000  -99.0000  -99.0000
 14   5  -999.0000  -999.0000  -99.0000  -99.0000
 14   6  -180.0000  -171.1446  -52.3333  -50.0000
 14   7  -180.0000  -155.5860  -56.2500  -50.0000
